ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,validation_status
1762166179.312059,CrdIg01R8kuM7OHrjk,192.168.7.101,55951,64.233.164.95,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,addons-pa.clients6.google.com,T,-,-,T,CsiI,-,-,-,-
1762166179.512784,CqXs7r2WCeOd2jHMD4,192.168.7.101,56508,40.114.178.124,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,staticcdn.duckduckgo.com,T,-,-,T,CsiI,-,-,-,-
1762166181.749434,CV3Sf44yfiuxzWFkrl,192.168.7.101,55709,13.107.6.158,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,turing-writingassistance.edge.microsoft.com,F,-,-,T,CjiICs,-,-,-,-
1762166201.369790,C88ysF3gQZ0cvK2IAd,192.168.7.101,58997,64.233.164.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,ssl.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762166224.522066,CDtRLF1CUjEYWr4Xb6,192.168.7.101,58998,20.50.80.209,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,v10.events.data.microsoft.com,F,-,h2,T,CsxknGIi,"5d5409cf7e4f1fa93801cc01ff839516f79699cebc3130c4896ef51b170db2f2,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T,unable to get local issuer certificate
1762166233.641467,CdIkap2Q1aSzG5yqa,192.168.7.101,50157,87.119.18.27,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,static.deepseek.com,T,-,-,T,CsiI,-,-,-,-
1762166235.057224,CCpnmz17JPcl4hsuzf,192.168.7.101,50365,47.246.2.226,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,apmplus.volces.com,T,-,-,T,CsiI,-,-,-,-
1762166264.643113,C2EFs51qtigm2XAVL7,192.168.7.101,50366,48.209.180.244,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,signals.urs.microsoft.com,F,-,h2,T,CsxuknGIti,"31711eea5e4ac68e4975fef07c57a1f94a6477d968b7ea17d03b4a025e3b1df5,33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936,cb3ccbb76031e5e0138f8dd39a23f9de47ffc35e43c1144cea27d46a5ab1cb5f",(empty),T,ok
1762166276.307302,C0pi0B1o413anCSbXg,192.168.7.101,61037,104.21.44.169,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,sponsor.ajay.app,T,-,-,T,CsiI,-,-,-,-
1762166276.776699,CuhjsR1Jnz37pOEWe9,192.168.7.101,60810,216.58.206.86,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,i.ytimg.com,F,-,-,T,CsiI,-,-,-,-
1762166276.778762,C7YIwc4AIXfVDlS1m7,192.168.7.101,52033,142.250.184.238,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,i1.ytimg.com,T,-,-,T,CsiI,-,-,-,-
1762166276.798184,CrydkG1X1lJiMVB3ce,192.168.7.101,61473,142.250.185.65,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,yt3.ggpht.com,T,-,-,T,CsiI,-,-,-,-
1762166276.776199,CP8SIZ1gUYrTZ4sdu,192.168.7.101,55351,216.58.206.86,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,i.ytimg.com,T,-,-,F,Csi,-,-,-,-
1762166276.776199,CNooIxshgRHLTPKf,192.168.7.101,56009,216.58.206.86,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,i.ytimg.com,T,-,-,F,Csi,-,-,-,-
1762166276.776433,CLqUZIzTeQRQZ2Xua,192.168.7.101,57777,216.58.206.86,443,-,-,-,i.ytimg.com,F,-,-,F,C,-,-,-,-
1762166285.847303,CRdJkA10sFof3QfZ9,192.168.7.205,45298,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166285.847703,C1ljE81S0uvbB28Ncd,192.168.7.205,45292,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166285.849304,CZITFk3gIhJmFFZILl,192.168.7.205,45286,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166285.848925,CETRZd2BXTRoJIaML1,192.168.7.205,45308,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166285.848239,CAU87i4P5UTRiOBRgl,192.168.7.205,45310,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.138742,CI9PCeOsLcMX9q4X9,192.168.7.205,42522,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.142115,CWSZh139SQYBE0xujg,192.168.7.205,42532,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.140668,Cx1kDs1XKM3cRBnbQh,192.168.7.205,42496,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.142705,CIiiNJJh6kUJo7Dp9,192.168.7.205,42512,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.141352,Cjv5ce9BbVt0d6mzb,192.168.7.205,42508,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.312198,Cm0vEGzg2CQnUNtDl,192.168.7.205,42534,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.325072,CJMIZzPxqq0kB62Na,192.168.7.205,42542,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.328287,CkCGNG1H5BSWIYcJci,192.168.7.205,37238,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.331584,CNCFFr2YwIMp8EG4S4,192.168.7.205,42556,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.339129,CaxQpN1bBvhbnjMz9c,192.168.7.205,47194,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.406690,Ckq6w41BayML4QfOcg,192.168.7.205,45792,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.396792,CI9w8W2a4ttmDWuU9i,192.168.7.205,46598,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.410752,Cqdska3Jr7jPmjPJ53,192.168.7.205,45808,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.436992,CyGyyujzxOEcZkSxg,192.168.7.205,45810,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.452670,CvAWRU3zTwFGQw6RM1,192.168.7.205,45820,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.498957,C9CFSm3xcq9X5GrRCf,192.168.7.205,45318,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.508613,CsdL5L15JJz2voIeXg,192.168.7.205,55748,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.515679,CApYnX1fxwJFYuPwp1,192.168.7.205,34396,64.233.162.100,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.549868,CKAGQb1K3GIagqHp8f,192.168.7.205,36614,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.548850,C7V9em4ihQI2qMoEn3,192.168.7.205,55758,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.632773,C3dHDn12qbE9FqNYH7,192.168.7.205,45830,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.634725,C8qMGTa4wZ8zgWiHj,192.168.7.205,37254,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.631376,CgIQSt1Gsw8PSG26ld,192.168.7.205,46600,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.671395,C3pmGE4bIHyYf8JJz6,192.168.7.205,42562,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.678730,CAFnJM6iG7eqOMWCk,192.168.7.205,45834,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.815957,Cx8ka23TnmyYMo3eZj,192.168.7.205,57060,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.820626,Caofm43uLbn3qzIc65,192.168.7.205,57074,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.843237,CvkZpk4iKBWf2u21C5,192.168.7.205,57082,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.867053,CQeEAInJ6kuki7f3b,192.168.7.205,45846,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.893768,CTfmWo3Ag2YGtlqsic,192.168.7.205,45860,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.907936,CNmv9x1i6KFq52CWs4,192.168.7.205,37262,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.914590,CaxyMM3QOsaudiaC54,192.168.7.205,47208,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.936383,C6wJ9F1CgUSUeH5Du4,192.168.7.205,47216,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.955368,CBSLyq10EOFZd1BrJb,192.168.7.205,42578,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.999745,CkH9rc2cGPIy1gzHPh,192.168.7.205,57084,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166286.995786,CtP4hG1WQOZx6t8Ab8,192.168.7.205,36622,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.023806,CHjlj1O1TI6fh2Wqc,192.168.7.205,55772,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.027527,CkFtYC4JRJ6h7DQmda,192.168.7.205,58888,64.233.162.139,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.057321,CAERSO16I5qupVvB5l,192.168.7.205,45330,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.085302,Cj4VAj3TIDqfYVFNj,192.168.7.205,55776,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.130255,CSWUbq4lYmyfp5Vje9,192.168.7.205,37272,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.138321,Crt3Pb3nWUsJV6ovge,192.168.7.205,46606,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.166881,CSD8Fr35uXDarT7hl4,192.168.7.205,47220,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.178509,CfUPqgdYn1B9n78T7,192.168.7.205,47222,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.199979,CjARcheLfCkAL7G,192.168.7.205,45866,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.307116,CnOhRL1pKlXbucOL6h,192.168.7.205,46610,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.310832,CmF5or6PzeHA3cpt5,192.168.7.205,57090,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.361249,CaOBNU3jhAboPuzD8g,192.168.7.205,46612,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.365994,CKCUtj4cMUxQHJuoUd,192.168.7.205,45874,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.369594,CM4kTD2WENeybHbr3c,192.168.7.205,37288,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.402670,CvKH1VqTl8tO7Xwm1,192.168.7.205,37304,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.418323,CQrJsw2LajGtfXKMY,192.168.7.205,42588,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.462481,Cq3xW5XIYo6kvxTKh,192.168.7.205,42598,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.472594,C4vHRy4XN3b2vrqStd,192.168.7.205,37320,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.473580,CkHjuS1mABXrvBwXj9,192.168.7.205,47224,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.512802,CgHeev1mIl94cZjLS6,192.168.7.205,58902,64.233.162.139,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.512283,CEWRnK2sCkqVbLBkX1,192.168.7.205,55786,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.563305,CDbpv1dZiwzWSwTig,192.168.7.205,36634,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.577039,CkNuZF35K2NoqERxh5,192.168.7.205,55794,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.577351,CnE9QtwmVqafBMGp8,192.168.7.205,34408,64.233.162.100,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.627387,CZaHmO3ItxuwSfMRVi,192.168.7.205,57098,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.628859,CWUOk73Y5gAQCcn4pd,192.168.7.205,46616,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.702064,COwf1c2x0FCt3n1zq9,192.168.7.205,45882,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.702507,CkmnRV3gvQzfqNgMj,192.168.7.205,57106,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.705167,CS1enr3pTsunSSlrM5,192.168.7.205,45888,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.803752,CfvoWD1NmYVqUvZ2k6,192.168.7.205,47238,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.811460,CZBedw15P8EcbX1Vkg,192.168.7.205,42604,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.871818,CUZk2z27I28563pzX9,192.168.7.205,45900,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.887813,CjMMh429rd6BIizvK1,192.168.7.205,47246,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.891840,ComHAXVZmQI1EjPxl,192.168.7.205,46628,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.898307,CpItAt3xd1kV1dpA7,192.168.7.205,42610,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.920707,CocxCAklw29HUPjD5,192.168.7.205,57118,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.971295,CepWye3cug8mY0NmX1,192.168.7.205,37332,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.988277,CQ6CLP1gl6i2QBwAk6,192.168.7.205,47262,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166287.990334,CEIFoMQ7RscEJKmWf,192.168.7.205,34412,64.233.162.100,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.005256,CSdef23J8cdDBpAI58,192.168.7.205,46642,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.022160,CEfI2bKZGCFFBcsWb,192.168.7.205,58918,64.233.162.139,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.059611,CPxUgh1aHCIErmU8Kb,192.168.7.205,36638,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.082931,CeIQ582Vs24kxINdDk,192.168.7.205,45336,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.098062,CkyNhD3rC5Fkdkb3z6,192.168.7.205,45338,64.233.162.102,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.130771,CcH32N2n1o19AYJyb4,192.168.7.205,45908,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.150274,CPavjJ2dsnE0yKylMb,192.168.7.205,37338,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.178849,C5ogft4FUkV7t8ORu5,192.168.7.205,47268,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.197360,CQ9zf54gct1bKSDFIk,192.168.7.205,46650,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.229349,CCoVbm3nj7DRp426x8,192.168.7.205,37350,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.323316,CECmuZ9rwmf6cK4ih,192.168.7.205,45910,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.339368,CGYEoiFEyCKWdkjRi,192.168.7.205,42624,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.378487,C0pv7N2Sz9TPcYLtI1,192.168.7.205,45912,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.386843,CJH8Tm3QD4NTy7ErNh,192.168.7.205,45918,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.420353,CIZr3G1NBzyEP6B0N3,192.168.7.205,45920,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.424665,CmuH2G3cBzREk0w336,192.168.7.205,57122,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.424984,C6UeZ515u7HxaTvWt8,192.168.7.205,47284,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.473557,C29Mkh1tG4CNKb2LR5,192.168.7.205,47300,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.490336,C1lM2D25wSlLlTJs82,192.168.7.205,46658,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.517364,CuaWIl1myrl4hnG8Ad,192.168.7.205,36646,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.518894,CiTh4n2gdi1Y6uX60j,192.168.7.205,55804,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.521962,CdnQbK3EcUPwxIsXKj,192.168.7.205,42638,74.125.131.106,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.574556,CO8gx33NjUMaH9hhW9,192.168.7.205,37448,64.233.162.113,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.595461,CRcjdY3EMFXaEUXFL2,192.168.7.205,36650,64.233.162.138,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.624182,CB6fue2BN7oPEeCDEi,192.168.7.205,55814,64.233.162.101,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.641874,CDaJ1x4PXUFJzY6Bhk,192.168.7.205,46668,74.125.131.99,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.651704,Cp6MBd1BDakjlZ50Xk,192.168.7.205,57126,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.686550,CwZjvI2lNx2avbIdAk,192.168.7.205,37360,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.721787,C1mJpK2glZxA22a2ka,192.168.7.205,47314,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.758191,CN4EnQ1gJ7QMPUUITh,192.168.7.205,45930,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.836759,CqxHU32IPktxJNCGr3,192.168.7.205,45946,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.837410,CZZFEo4iX97OQd70nl,192.168.7.205,57136,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.860726,C00SIy3d8cWQZHZAZe,192.168.7.205,45950,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.916946,CSiQTt35aqL0WPIAjk,192.168.7.205,47326,74.125.131.105,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.929873,Cl66M34u90t3X0U4Z,192.168.7.205,45962,74.125.131.103,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.931650,CGIz1Z2zX8orgM9y65,192.168.7.205,57138,74.125.131.147,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
1762166288.934127,CKdGRv4hxcGn4DJXIi,192.168.7.205,37376,74.125.131.104,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.google.com,F,-,-,T,CsiI,-,-,-,-
